date,open,high,low,close,adjcp,tic,zopen,zhigh,zlow,zclose,zadjcp,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30
2010-01-04,62.5,62.8,61.6,62.7,62.7,3045,-2.736884563514685,-2.7449640697037494,-2.768065042315901,-2.722662430834001,-2.722662430834001,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-05,62.8,62.8,62.2,62.8,62.8,3045,-2.714589957955223,-2.7449640697037494,-2.7232440773365703,-2.715239218298288,-2.715239218298288,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-06,62.8,62.8,61.4,62.5,62.5,3045,-2.714589957955223,-2.7449640697037494,-2.783005363975678,-2.737508855905429,-2.737508855905429,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-07,61.8,62.0,60.1,60.6,60.6,3045,-2.7889053098200964,-2.804067895829528,-2.880117454764227,-2.878549894083991,-2.878549894083991,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-08,60.6,61.6,60.0,60.6,60.6,3045,-2.8780837320579447,-2.8336198088924176,-2.8875876155941156,-2.878549894083991,-2.878549894083991,-0.020051746442432003,0.0,0.0,0.0,0.0,0.0
2010-01-11,60.6,61.4,60.5,61.4,61.4,3045,-2.8780837320579447,-2.8483957654238625,-2.8502368114446734,-2.8191641937982808,-2.8191641937982808,-0.0029230269568042678,0.0,0.0,0.0,0.0,0.0
2010-01-12,61.4,61.9,60.9,61.9,61.9,3045,-2.8186314505660457,-2.8114558740952504,-2.82035616812512,-2.7820481311197116,-2.7820481311197116,0.008143322475570033,0.0,0.0,0.0,0.0,0.0
2010-01-13,61.5,61.7,61.1,61.1,61.1,3045,-2.8111999153795586,-2.826231830626695,-2.805415846465343,-2.8414338314054217,-2.8414338314054217,-0.0003272251308901035,0.0,0.0,0.0,0.0,0.0
2010-01-14,62.0,62.0,61.3,61.5,61.5,3045,-2.774042239447122,-2.804067895829528,-2.7904755248055664,-2.8117409812625667,-2.8117409812625667,0.0032626427406199487,0.0,0.0,0.0,0.0,0.0
2010-01-15,61.5,62.3,61.0,62.3,62.3,3045,-2.8111999153795586,-2.7819039610323615,-2.8128860072952317,-2.7523552809768566,-2.7523552809768566,0.010707332900713767,0.009070294784580537,0.0,0.0,0.0,0.0
2010-01-18,62.0,62.9,61.8,62.3,62.3,3045,-2.774042239447122,-2.737576091438027,-2.7531247206561247,-2.7523552809768566,-2.7523552809768566,0.007764477515367028,0.009724473257698448,0.0,0.0,0.0,0.0
2010-01-19,62.8,62.8,61.9,62.5,62.5,3045,-2.714589957955223,-2.7449640697037494,-2.745654559826236,-2.737508855905429,-2.737508855905429,0.009041007426541852,0.013458731960434542,0.0,0.0,0.0,0.0
2010-01-20,61.9,62.5,61.8,62.0,62.0,3045,-2.781473774633609,-2.7671280045009166,-2.7531247206561247,-2.774624918583998,-2.774624918583998,-0.0019317450096587982,0.006166828951639004,0.0,0.0,0.0,0.0
2010-01-21,62.0,62.8,61.8,62.6,62.6,3045,-2.774042239447122,-2.7449640697037494,-2.7531247206561247,-2.730085643369715,-2.730085643369715,0.00417067693294843,0.012617275962471827,0.0,0.0,0.0,0.0
2010-01-22,61.7,62.4,61.7,61.9,61.9,3045,-2.7963368450065835,-2.774515982766639,-2.7605948814860124,-2.7820481311197116,-2.7820481311197116,-0.005782203662062424,-0.0008071025020178251,-0.00021535479702813746,0.0,0.0,0.0
2010-01-25,61.5,62.3,61.4,61.8,61.8,3045,-2.8111999153795586,-2.7819039610323615,-2.783005363975678,-2.7894713436554257,-2.7894713436554257,-0.005791505791505896,-0.003065010485562151,-0.0008622547962923243,0.0,0.0,0.0
2010-01-26,62.2,62.2,60.4,61.0,61.0,3045,-2.7591791690741467,-2.7892919392980833,-2.857706972274562,-2.848857043941136,-2.848857043941136,-0.013902360168121556,-0.0145395799676898,-0.011879049676025932,0.0,0.0,0.0
2010-01-27,60.8,62.5,60.5,61.7,61.7,3045,-2.86322066168497,-2.7671280045009166,-2.8502368114446734,-2.796894556191139,-2.796894556191139,-0.0016181229773461865,-0.004196255648805649,0.00032425421530484964,0.0,0.0,0.0
