date,open,high,low,close,adjcp,tic,zopen,zhigh,zlow,zclose,zadjcp,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30
2010-01-04,82.4,83.2,81.8,82.4,82.4,6505,-0.41793761140085056,-0.4139973148583273,-0.4035300449082957,-0.4173782475964554,-0.4173782475964554,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-05,84.0,84.0,82.4,83.0,83.0,6505,-0.3161815027484731,-0.3637971220360606,-0.3649903399902963,-0.3793681206938691,-0.3793681206938691,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-06,83.0,84.9,82.5,84.8,84.8,6505,-0.37977907065620925,-0.30732190511101004,-0.3585670558372968,-0.26533773998610927,-0.26533773998610927,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-07,84.7,85.8,84.3,85.5,85.5,6505,-0.2716632052130576,-0.25084668818596034,-0.2429479410833004,-0.2209925919330913,-0.2209925919330913,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-08,85.6,86.9,85.4,85.7,85.7,6505,-0.21442539409609562,-0.18182142305534285,-0.1722918154003019,-0.20832254963222888,-0.20832254963222888,0.01684859990507833,0.0,0.0,0.0,0.0,0.0
2010-01-11,85.7,86.7,85.2,86.5,86.5,6505,-0.20806563730532146,-0.19437147126090976,-0.1851383837063017,-0.15764238042878015,-0.15764238042878015,0.016451233842538257,0.0,0.0,0.0,0.0,0.0
2010-01-12,86.0,86.0,84.8,86.0,86.0,6505,-0.1889863669330008,-0.23829663998039344,-0.21083152031830132,-0.18931748618093572,-0.18931748618093572,0.0035005834305717287,0.0,0.0,0.0,0.0,0.0
2010-01-13,85.5,85.5,83.5,84.2,84.2,6505,-0.22078515088686887,-0.26967176049431024,-0.2943342143072987,-0.3033478668886956,-0.3033478668886956,-0.016125262911895415,0.0,0.0,0.0,0.0,0.0
2010-01-14,84.2,84.6,82.9,84.0,84.0,6505,-0.3034619891669257,-0.32614697741936083,-0.3328739192252972,-0.31601790918955797,-0.31601790918955797,-0.015009380863039413,0.0,0.0,0.0,0.0,0.0
2010-01-15,84.0,84.2,83.5,84.0,84.0,6505,-0.3161815027484731,-0.35124707383049375,-0.2943342143072987,-0.31601790918955797,-0.31601790918955797,-0.011066635271956815,-0.007209549698617178,0.0,0.0,0.0,0.0
2010-01-18,83.1,84.0,82.9,83.6,83.6,6505,-0.373419313865436,-0.3637971220360606,-0.3328739192252972,-0.3413579937912828,-0.3413579937912828,-0.00900900900900907,-0.013336480585388995,0.0,0.0,0.0,0.0
2010-01-19,84.0,84.0,82.7,83.0,83.0,6505,-0.3161815027484731,-0.3637971220360606,-0.345720487531297,-0.3793681206938691,-0.3793681206938691,-0.009073543457497505,-0.020417797710374174,0.0,0.0,0.0,0.0
2010-01-20,83.9,84.2,82.5,84.2,84.2,6505,-0.32254125953924634,-0.35124707383049375,-0.3585670558372968,-0.3033478668886956,-0.3033478668886956,0.0052531041069724446,-0.005550962560528933,0.0,0.0,0.0,0.0
2010-01-21,84.0,84.6,83.3,84.1,84.1,6505,-0.3161815027484731,-0.32614697741936083,-0.3071807826132985,-0.30968288803912725,-0.30968288803912725,0.0038195273334923987,-0.005086951378209001,0.0,0.0,0.0,0.0
2010-01-22,83.3,83.7,82.5,82.8,82.8,6505,-0.3606998002838886,-0.3826221943444105,-0.3585670558372968,-0.3920381629947315,-0.3920381629947315,-0.008858032080440448,-0.017094017094017068,-0.017249564804557683,0.0,0.0,0.0
2010-01-25,82.2,82.3,81.5,82.0,82.0,6505,-0.43065712498239794,-0.47047253178337795,-0.42279989736729495,-0.44271833219818024,-0.44271833219818024,-0.014659937515020415,-0.021362931137367133,-0.026436599651733336,0.0,0.0,0.0
2010-01-26,82.5,82.5,80.0,80.3,80.3,6505,-0.4115778546100773,-0.457922483577811,-0.5191491596622921,-0.5504136917555094,-0.5504136917555094,-0.028785679729075902,-0.03508771929824563,-0.04457840882049642,0.0,0.0,0.0
2010-01-27,80.3,80.9,80.0,80.9,80.9,6505,-0.551492504007097,-0.5583228692223444,-0.5191491596622921,-0.5124035648529222,-0.5124035648529222,-0.013655206047305418,-0.02400772107612492,-0.03445257797581146,0.0,0.0,0.0
